 -2.39932322,  0.67577062
 -2.39944823,  0.67489560
 -2.39944823,  0.67539561
 -2.39957323,  0.67489560
 -2.39957323,  0.67702066
 -2.39957323,  0.67852071
 -2.39994824,  0.68002075
 -2.39982324,  0.68102078
 -2.40007324,  0.68264583
 -2.39994824,  0.68364586
 -2.40007324,  0.68439589
 -2.40032325,  0.68677096
 -2.40044826,  0.68727097
 -2.40044826,  0.68802100
 -2.40069826,  0.68939604
 -2.40057326,  0.69002106
 -2.40069826,  0.69064608
 -2.40069826,  0.69014606
 -2.40082327,  0.68964605
 -2.40069826,  0.68864602
 -2.40044826,  0.68739598
 -2.40044826,  0.68302084
 -2.40019825,  0.68264583
 -2.40019825,  0.68077078
 -2.39994824,  0.67589563
 -2.39994824,  0.67452058
 -2.39932322,  0.67102048
 -2.39919822,  0.66877041
 -2.39894821,  0.66589532
 -2.39819819,  0.66464528
 -2.39894821,  0.66502029
 -2.39894821,  0.66689535
 -2.39919822,  0.66927042
 -2.39944823,  0.67302054
 -2.39932322,  0.67577062
 -2.39969823,  0.67827070
 -2.40007324,  0.67889572
 -2.39994824,  0.67864571
 -2.39994824,  0.67689566
 -2.39969823,  0.67777068
 -2.39994824,  0.67864571
 -2.39969823,  0.67939573
 -2.40007324,  0.68064577
 -2.39994824,  0.68164580
 -2.40007324,  0.68152080
 -2.40007324,  0.68164580
 -2.40007324,  0.68039576
 -2.39982324,  0.67889572
 -2.39969823,  0.67702066
 -2.39957323,  0.67614563
 -2.39957323,  0.67602063
 -2.39969823,  0.67689566
 -2.39982324,  0.67827070
 -2.39994824,  0.67952074
 -2.39732316,  0.68302084
 -2.40032325,  0.68639595
 -2.40044826,  0.68977105
 -2.40082327,  0.69277114
 -2.40107327,  0.69514621
 -2.40119828,  0.69664626
 -2.40094827,  0.69439619
 -2.40069826,  0.69077108
 -2.40044826,  0.68552092
 -2.39969823,  0.67952074
 -2.39944823,  0.67314554
 -2.39894821,  0.67114548
 -2.39882321,  0.66702036
 -2.39882321,  0.66739537
 -2.39882321,  0.67002045
 -2.39932322,  0.67452058
 -2.39894821,  0.67752068
 -2.39932322,  0.67664565
 -2.39907321,  0.67052046
 -2.39819819,  0.66239521
 -2.39782318,  0.65689505
 -2.39757317,  0.65714505
 -2.39844819,  0.66389526
 -2.39932322,  0.67677065
 -2.40082327,  0.69227113
 -2.40144829,  0.70214643
 -2.40119828,  0.69839631
 -2.39994824,  0.68089578
 -2.39844819,  0.66114518
 -2.39757317,  0.65401996
 -2.39832319,  0.66389526
 -2.39994824,  0.68802100
 -2.40169829,  0.70739659
 -2.40207331,  0.71752190
 -2.40132328,  0.70377148
 -2.39919822,  0.67602063
 -2.39657314,  0.64139457
 -2.39369805,  0.61251869
 -2.39132298,  0.58639290
 -2.38907291,  0.56651729
 -2.38819788,  0.55826704
 -2.38944792,  0.57326749
 -2.39382305,  0.61489377
 -2.39907321,  0.66427027
 -2.40294833,  0.71177172
 -2.40494839,  0.75052290
 -2.40569842,  0.78302390
 -2.40582342,  0.80677462
 -2.40544841,  0.83102536
 -2.40532340,  0.83765056
