 -2.40019825,  0.62851918
 -2.39994824,  0.62839418
 -2.39932322,  0.62401904
 -2.39882321,  0.62126896
 -2.39932322,  0.62014393
 -2.39919822,  0.61914389
 -2.39919822,  0.61851888
 -2.39869820,  0.61764385
 -2.39919822,  0.61714383
 -2.39907321,  0.61689383
 -2.39907321,  0.61576879
 -2.39907321,  0.61439375
 -2.39882321,  0.61276870
 -2.39882321,  0.61251869
 -2.39882321,  0.61326872
 -2.39882321,  0.61414374
 -2.39894821,  0.61589380
 -2.39919822,  0.61689383
 -2.39932322,  0.61726884
 -2.39932322,  0.61739384
 -2.39919822,  0.61564379
 -2.39894821,  0.61376873
 -2.39869820,  0.61064364
 -2.39844819,  0.60926859
 -2.39844819,  0.60914359
 -2.39819819,  0.60801856
 -2.39844819,  0.60989361
 -2.39882321,  0.61289370
 -2.39919822,  0.61926890
 -2.39982324,  0.62439405
 -2.40057326,  0.63264431
 -2.40132328,  0.64026954
 -2.40194830,  0.64776977
 -2.40269832,  0.65501999
 -2.40307334,  0.66052016
 -2.40382336,  0.66839540
 -2.40432337,  0.67364556
 -2.40457338,  0.67789569
 -2.40494839,  0.67989575
 -2.40444838,  0.68102078
 -2.40519840,  0.68127079
 -2.40457338,  0.67939573
 -2.40494839,  0.67689566
 -2.40457338,  0.67377056
 -2.40357335,  0.67064547
 -2.40394836,  0.66727036
 -2.40357335,  0.66327024
 -2.40319834,  0.65952013
 -2.40232331,  0.65564501
 -2.40257332,  0.65076986
 -2.40244832,  0.64976983
 -2.40219831,  0.64789477
 -2.40219831,  0.64614472
 -2.40169829,  0.64489468
 -2.40157329,  0.64251961
 -2.40132328,  0.64001953
 -2.40094827,  0.63739445
 -2.40044826,  0.63464437
 -2.40019825,  0.62776916
 -2.40007324,  0.62501907
 -2.39969823,  0.62339402
 -2.39969823,  0.62376904
 -2.40007324,  0.62801917
 -2.40082327,  0.63739445
 -2.40207331,  0.64976983
 -2.40357335,  0.66639534
 -2.40507340,  0.68302084
 -2.40619843,  0.69714628
 -2.40682345,  0.70464650
 -2.40682345,  0.70077139
 -2.40557341,  0.68402087
 -2.40319834,  0.65364495
 -2.39932322,  0.61476876
 -2.39482308,  0.57301749
 -2.38994794,  0.53639137
 -2.38632282,  0.51226563
 -2.38507279,  0.50789050
 -2.38707285,  0.52576605
 -2.39169799,  0.56226716
 -2.39644813,  0.60989361
 -2.40057326,  0.64026954
 -2.40369836,  0.66364525
 -2.40544841,  0.68052077
 -2.40607343,  0.69039607
 -2.40657344,  0.69714628
 -2.40619843,  0.70352147
 -2.40719846,  0.71002167
 -2.40794848,  0.71977197
 -2.40832350,  0.72802222
 -2.40794848,  0.73364739
 -2.40844850,  0.73502243
 -2.40844850,  0.72914725
 -2.40757347,  0.71439680
 -2.40644844,  0.69464620
 -2.40544841,  0.67877071
 -2.40469839,  0.66927042
 -2.40394836,  0.65902011
 -2.40157329,  0.63189428
 -2.39782318,  0.59476815
 -2.39344804,  0.55851704
 -2.38957292,  0.53239125
 -2.38694784,  0.51914084
 -2.38694784,  0.52176592
 -2.38832289,  0.53326627
 -2.38982293,  0.54451662
 -2.39044795,  0.54839174
 -2.38994794,  0.54164153
 -2.38807288,  0.52751610
 -2.38469778,  0.50264034
 -2.38144768,  0.48013965
 -2.37844758,  0.46238911
 -2.37657253,  0.45326383
 -2.37644752,  0.45451387
 -2.37769756,  0.46301413
 -2.38057265,  0.48126469
 -2.38444777,  0.51101559
 -2.38894790,  0.53889145
 -2.39332304,  0.56926737
 -2.39669814,  0.59439314
 -2.39894821,  0.61064364
 -2.39882321,  0.61714383
 -2.39957323,  0.61589380
 -2.39907321,  0.60926859
 -2.39832319,  0.60414344
 -2.39807318,  0.60139335
 -2.39794818,  0.60426844
 -2.39882321,  0.61401874
 -2.39994824,  0.62901920
 -2.40419837,  0.68502091
