 -1.31804022,  1.76767895
 -1.31666518,  1.76792895
 -1.31679019,  1.76780395
 -1.31641517,  1.76792895
 -1.31666518,  1.76767895
 -1.31666518,  1.76780395
 -1.31654018,  1.76830396
 -1.31554015,  1.76842897
 -1.31454012,  1.76892898
 -1.31454012,  1.76892898
 -1.31416511,  1.76930399
 -1.31416511,  1.76930399
 -1.31416511,  1.76917899
 -1.31379009,  1.76880398
 -1.31466512,  1.76880398
 -1.31429011,  1.76892898
 -1.31391510,  1.76905399
 -1.31291507,  1.76942900
 -1.31304007,  1.76942900
 -1.31329008,  1.76942900
 -1.31291507,  1.76967901
 -1.31341508,  1.76930399
 -1.31366509,  1.76955400
 -1.31404010,  1.76880398
 -1.31404010,  1.76892898
 -1.31429011,  1.76917899
 -1.31391510,  1.76930399
 -1.31366509,  1.76930399
 -1.31379009,  1.76917899
 -1.31379009,  1.76905399
 -1.31416511,  1.76892898
 -1.31479012,  1.76892898
 -1.31491513,  1.76867898
 -1.31479012,  1.76880398
 -1.31491513,  1.76842897
 -1.31491513,  1.76880398
 -1.31516514,  1.76855397
 -1.31504013,  1.76867898
 -1.31491513,  1.76892898
 -1.31479012,  1.76855397
 -1.31529014,  1.76867898
 -1.31416511,  1.76880398
 -1.31516514,  1.76880398
 -1.31504013,  1.76855397
 -1.31541514,  1.76855397
 -1.31529014,  1.76855397
 -1.31504013,  1.76867898
 -1.31504013,  1.76867898
 -1.31541514,  1.76842897
 -1.31541514,  1.76855397
 -1.31516514,  1.76867898
 -1.31516514,  1.76855397
 -1.31529014,  1.76867898
 -1.31516514,  1.76842897
 -1.31591516,  1.76842897
 -1.31566515,  1.76817896
 -1.31616517,  1.76817896
 -1.31591516,  1.76842897
 -1.31554015,  1.76830396
 -1.31516514,  1.76892898
 -1.31466512,  1.76880398
 -1.31291507,  1.76917899
 -1.31316507,  1.76942900
 -1.31241505,  1.77030403
 -1.31129002,  1.77030403
 -1.31116501,  1.77055403
 -1.31066500,  1.77055403
 -1.31079000,  1.77055403
 -1.31141502,  1.77005402
 -1.31191504,  1.77005402
